0	9	11	15	18	22	25	29	32	36	37
1	0	0	1	2	0	1	4	1	5	0
2	0	1	2	2	4	3	2	4	4	3
3	0	2	4	4	4	5	4	6	9	0
4	0	2	4	2	3	3	5	4	4	4
5	0	1	112	99	99	99	99	99	99	99
6	0	2	3	2	2	4	3	4	6	0
7	0	1	4	99	99	99	99	99	99	99
8	0	1	3	3	0	3	2	0	1	5
9	0	2	2	102	99	99	99	99	99	99
10	0	1	0	0	3	1	1	2	0	0
11	0	2	0	1	2	1	0	3	6	0
12	0	1	0	1	3	0	4	0	2	0
13	0	1	0	2	1	2	2	0	4	0
14	0	0	0	1	0	2	0	2	3	0
15	0	0	1	1	1	1	0	2	4	0
16	0	0	1	1	2	3	2	2	5	0
17	0	0	0	2	1	2	0	0	2	0
18	0	0	0	1	1	0	1	2	2	1
19	0	0	1	0	0	99	99	99	99	99
20	0	0	99	99	99	99	99	99	99	99
21	0	0	0	0	101	99	99	99	99	99
22	0	0	1	1	0	0	0	0	0	0
23	0	0	0	1	0	0	0	1	3	0
24	0	0	0	0	1	0	1	2	0	0
25	0	0	0	0	2	99	99	99	99	99
26	0	0	0	0	0	0	0	2	102	99
27	0	0	0	0	1	101	99	99	99	99
28	0	0	0	0	2	0	0	1	0	0
29	0	0	0	0	99	99	99	99	99	99
30	0	0	0	0	99	99	99	99	99	99
31	0	0	0	0	1	99	99	99	99	99
32	0	0	0	0	0	0	0	101	99	99
33	0	0	0	0	0	2	2	2	1	0
34	0	2	0	0	0	0	0	99	99	99
35	0	0	2	0	0	0	99	99	99	99
36	0	0	0	99	99	99	99	99	99	99
37	0	2	0	0	0	0	0	99	99	99
38	0	1	2	0	0	0	0	99	99	99
39	0	3	2	0	0	4	3	3	4	0
40	0	0	2	0	0	5	5	4	3	0
41	0	1	102	99	99	99	99	99	99	99
42	0	1	2	0	0	0	0	0	99	99
43	0	2	3	0	0	2	4	4	3	4
44	0	0	1	0	0	0	0	1	0	0
45	0	1	1	0	0	0	0	0	0	0
46	0	0	0	0	0	1	0	2	3	0
47	0	0	2	0	0	0	0	0	0	0
48	0	0	1	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0	0	0	0
50	0	0	1	1	2	0	2	2	2	2
51	0	0	0	0	0	99	99	99	99	99
52	0	0	0	0	0	99	99	99	99	99
53	0	0	1	0	99	99	99	99	99	99
54	0	0	1	0	99	99	99	99	99	99
55	0	0	1	1	3	2	1	101	99	99
56	0	0	0	0	99	99	99	99	99	99
57	0	0	0	99	99	99	99	99	99	99
58	0	0	0	0	0	99	99	99	99	99
59	0	0	0	0	0	0	0	0	0	0
60	0	0	0	0	99	99	99	99	99	99
61	0	0	0	0	99	99	99	99	99	99
62	0	0	101	99	99	99	99	99	99	99
63	0	0	0	0	99	99	99	99	99	99
64	0	0	1	0	0	0	0	0	0	0
65	0	0	0	0	99	99	99	99	99	99
66	0	0	0	99	99	99	99	99	99	99
67	0	0	0	0	99	99	99	99	99	99
68	0	0	0	0	0	99	99	99	99	99
69	0	0	0	0	0	99	99	99	99	99
70	0	0	0	0	0	0	0	1	0	0
71	0	2	12	4	4	4	8	1	0	99
72	0	2	12	6	0	102	99	99	99	99
73	0	2	11	1	0	99	99	99	99	99
74	0	3	7	4	3	2	99	99	99	99
75	0	3	9	3	1	2	99	99	99	99
76	0	2	12	99	99	99	99	99	99	99
77	0	3	109	99	99	99	99	99	99	99
78	0	3	104	99	99	99	99	99	99	99
79	0	1	12	4	4	5	11	4	4	6
80	0	1	4	7	0	99	99	99	99	99
81	0	0	4	3	4	4	6	6	2	7
82	0	2	3	9	2	102	99	99	99	99
83	0	2	6	0	2	1	1	0	99	99
84	0	0	5	1	6	3	1	1	6	6
85	0	1	2	3	6	1	1	4	5	0
86	0	2	0	8	104	99	99	99	99	99
87	0	1	3	7	2	2	99	99	99	99
88	0	1	1	3	4	1	0	3	5	0
89	0	1	1	104	99	99	99	99	99	99
90	0	0	3	3	99	99	99	99	99	99
91	0	0	1	0	0	99	99	99	99	99
92	0	0	0	3	99	99	99	99	99	99
93	0	0	101	99	99	99	99	99	99	99
94	0	0	2	3	1	1	99	99	99	99
95	0	0	1	0	2	0	102	99	99	99
96	0	0	1	3	99	99	99	99	99	99
97	0	0	1	0	2	0	99	99	99	99
98	0	0	0	0	3	2	102	99	99	99
99	0	1	0	0	0	102	99	99	99	99
100	0	0	0	1	5	5	12	5	6	7
